id,Tipo,Nombre,Piedra,Comentario,"Si se agrega un comentario, modificar la fórmula de id"
122118900,Pulsera,Corazón con Escallas,Rodocrosita,,
122119000,Pulsera,Corazón con Escallas,Rodonita,,
122119100,Pulsera,Corazón con Escallas,Rubí,,
122119200,Pulsera,Corazón con Escallas,Selenita,,
122119300,Pulsera,Corazón con Escallas,Serpentina,,
122119400,Pulsera,Corazón con Escallas,Shungita,,
122119500,Pulsera,Corazón con Escallas,Sodalita,,
122119600,Pulsera,Corazón con Escallas,Topacio,,
122119700,Pulsera,Corazón con Escallas,Topacio Azul,,
122119800,Pulsera,Corazón con Escallas,Turmalina,,
122119900,Pulsera,Corazón con Escallas,Turmalina Azul,,
122120000,Pulsera,Corazón con Escallas,Turmalina Negra,,
122120100,Pulsera,Corazón con Escallas,Turmalina Roja,,
122120200,Pulsera,Corazón con Escallas,Turmalina Verde,,
122120300,Pulsera,Corazón con Escallas,Turquenita,,
122120400,Pulsera,Corazón con Escallas,Turquesa Imperial,,
122120500,Pulsera,Corazón con Escallas,Turquesa Natural,,
122120600,Pulsera,Corazón con Escallas,Unakita,,
122120700,Pulsera,Corazón con Escallas,Zircón,,
122210100,Pulsera,Corazón con Perlas,Adularia,,
122210200,Pulsera,Corazón con Perlas,Ágata,,
122210300,Pulsera,Corazón con Perlas,Ágata Amarilla,,
122210400,Pulsera,Corazón con Perlas,Ágata Azul,,
122210500,Pulsera,Corazón con Perlas,Ágata Cinta Azul,,
122210600,Pulsera,Corazón con Perlas,Ágata Cornalina,,
122210700,Pulsera,Corazón con Perlas,Ágata Fucsia,,
122210800,Pulsera,Corazón con Perlas,Ágata Musgosa,,
122210900,Pulsera,Corazón con Perlas,Ágata Roja,,
122211000,Pulsera,Corazón con Perlas,Ágata Verde,,
122211100,Pulsera,Corazón con Perlas,Aguamarina,,
122211200,Pulsera,Corazón con Perlas,Aguamarina Teñida,,
122211300,Pulsera,Corazón con Perlas,Amatista,,
122211400,Pulsera,Corazón con Perlas,Amazonita,,
122211500,Pulsera,Corazón con Perlas,Ámbar,,
122211600,Pulsera,Corazón con Perlas,Azurita,,
122211700,Pulsera,Corazón con Perlas,Cianita,,
122211800,Pulsera,Corazón con Perlas,Cianita Negra,,
122211900,Pulsera,Corazón con Perlas,Citrino,,
122212000,Pulsera,Corazón con Perlas,Coral Rojo,,
122212100,Pulsera,Corazón con Perlas,Cuarzo Ahumado,,
122212200,Pulsera,Corazón con Perlas,Cuarzo Aura,,
122212300,Pulsera,Corazón con Perlas,Cuarzo Azul,,
122212400,Pulsera,Corazón con Perlas,Cuarzo Blanco,,
122212500,Pulsera,Corazón con Perlas,Cuarzo Cherry,,
122212600,Pulsera,Corazón con Perlas,Cuarzo Cristal,,
122212700,Pulsera,Corazón con Perlas,Cuarzo Cristal Veteado,,
122212800,Pulsera,Corazón con Perlas,Cuarzo Rosa,,
122212900,Pulsera,Corazón con Perlas,Cuarzo Turmalinado,,
122213000,Pulsera,Corazón con Perlas,Cuarzo Verde,,
122213100,Pulsera,Corazón con Perlas,Diamate Hérkimer,,
122213200,Pulsera,Corazón con Perlas,Esmeralda,,
122213300,Pulsera,Corazón con Perlas,Fluorita,,
122213400,Pulsera,Corazón con Perlas,Fluorita Arcoiris,,
122213500,Pulsera,Corazón con Perlas,Goldstone Azul,,
122213600,Pulsera,Corazón con Perlas,Goldstone Marrón,,
122213700,Pulsera,Corazón con Perlas,Granate,,
122213800,Pulsera,Corazón con Perlas,Hematite,,
122213900,Pulsera,Corazón con Perlas,Howlita Blanca,,
122214000,Pulsera,Corazón con Perlas,Howlita Roja,,
122214100,Pulsera,Corazón con Perlas,Howlita Turquesa,,
122214200,Pulsera,Corazón con Perlas,Jade Chino,,
122214300,Pulsera,Corazón con Perlas,Jade Taiwan,,
122214400,Pulsera,Corazón con Perlas,Jaspe Cebra,,
122214500,Pulsera,Corazón con Perlas,Jaspe Dalmata,,
122214600,Pulsera,Corazón con Perlas,Jaspe Madera,,
122214700,Pulsera,Corazón con Perlas,Jaspe Marrón,,
122214800,Pulsera,Corazón con Perlas,Jaspe Mokaite,,
122214900,Pulsera,Corazón con Perlas,Jaspe rojo,,
122215000,Pulsera,Corazón con Perlas,Jaspe Verde,,
122215100,Pulsera,Corazón con Perlas,Labradorita,,
122215200,Pulsera,Corazón con Perlas,Labradorita Azul,,
122215300,Pulsera,Corazón con Perlas,Labradorita Gris,,
122215400,Pulsera,Corazón con Perlas,Labradorita Verde,,
122215500,Pulsera,Corazón con Perlas,Lapislazuli,,
122215600,Pulsera,Corazón con Perlas,Larvikita,,
122215700,Pulsera,Corazón con Perlas,Malaquita,,
122215800,Pulsera,Corazón con Perlas,Malaquita Natural,,
122215900,Pulsera,Corazón con Perlas,Moldavita,,
122216000,Pulsera,Corazón con Perlas,Nacar,,
122216100,Pulsera,Corazón con Perlas,Nacar Blanco,,
122216200,Pulsera,Corazón con Perlas,Obsidiana Dorada,,
122216300,Pulsera,Corazón con Perlas,Obsidiana Negra,,
122216400,Pulsera,Corazón con Perlas,Obsidiana Nevada,,
122216500,Pulsera,Corazón con Perlas,Obsidiana Plateada,,
122216600,Pulsera,Corazón con Perlas,Ojo de Buey,,
122216700,Pulsera,Corazón con Perlas,Ojo de Gato,,
122216800,Pulsera,Corazón con Perlas,Ojo De Halcon,,
122216900,Pulsera,Corazón con Perlas,Ojo de Tigre,,
122217000,Pulsera,Corazón con Perlas,Onix Amarillo,,
122217100,Pulsera,Corazón con Perlas,Onix Blaco Brilloso,,
122217200,Pulsera,Corazón con Perlas,Onix Blanco Opaco,,
122217300,Pulsera,Corazón con Perlas,Onix Champagne,,
122217400,Pulsera,Corazón con Perlas,Onix Cielo,,
122217500,Pulsera,Corazón con Perlas,Onix Jaspeado,,
122217600,Pulsera,Corazón con Perlas,Onix Marrón,,
122217700,Pulsera,Corazón con Perlas,Onix Negro,,
122217800,Pulsera,Corazón con Perlas,Onix Negro Opaco,,
122217900,Pulsera,Corazón con Perlas,Onix Verde Limón,,
122218000,Pulsera,Corazón con Perlas,Opalina,,
122218100,Pulsera,Corazón con Perlas,Peridoto,,
122218200,Pulsera,Corazón con Perlas,Piedra Luna Natural,,
122218300,Pulsera,Corazón con Perlas,Piedra Luna Natural (Adularia),,
122218400,Pulsera,Corazón con Perlas,Piedra Sol,,
122218500,Pulsera,Corazón con Perlas,Pietercita,,
122218600,Pulsera,Corazón con Perlas,Pirita,,
122218700,Pulsera,Corazón con Perlas,Prehnita,,
122218800,Pulsera,Corazón con Perlas,Rodocrocita,,
122218900,Pulsera,Corazón con Perlas,Rodocrosita,,
122219000,Pulsera,Corazón con Perlas,Rodonita,,
122219100,Pulsera,Corazón con Perlas,Rubí,,
122219200,Pulsera,Corazón con Perlas,Selenita,,
122219300,Pulsera,Corazón con Perlas,Serpentina,,
122219400,Pulsera,Corazón con Perlas,Shungita,,
122219500,Pulsera,Corazón con Perlas,Sodalita,,
122219600,Pulsera,Corazón con Perlas,Topacio,,
122219700,Pulsera,Corazón con Perlas,Topacio Azul,,
122219800,Pulsera,Corazón con Perlas,Turmalina,,
122219900,Pulsera,Corazón con Perlas,Turmalina Azul,,
122220000,Pulsera,Corazón con Perlas,Turmalina Negra,,
122220100,Pulsera,Corazón con Perlas,Turmalina Roja,,
122220200,Pulsera,Corazón con Perlas,Turmalina Verde,,
122220300,Pulsera,Corazón con Perlas,Turquenita,,
122220400,Pulsera,Corazón con Perlas,Turquesa Imperial,,
122220500,Pulsera,Corazón con Perlas,Turquesa Natural,,
122220600,Pulsera,Corazón con Perlas,Unakita,,
122220700,Pulsera,Corazón con Perlas,Zircón,,
121310100,Pulsera,Escalla,Adularia,,
121310200,Pulsera,Escalla,Ágata,,
121310300,Pulsera,Escalla,Ágata Amarilla,,
121310400,Pulsera,Escalla,Ágata Azul,,
121310500,Pulsera,Escalla,Ágata Cinta Azul,,
121310600,Pulsera,Escalla,Ágata Cornalina,,
121310700,Pulsera,Escalla,Ágata Fucsia,,
121310800,Pulsera,Escalla,Ágata Musgosa,,
121310900,Pulsera,Escalla,Ágata Roja,,
121311000,Pulsera,Escalla,Ágata Verde,,
121311100,Pulsera,Escalla,Aguamarina,,
121311200,Pulsera,Escalla,Aguamarina Teñida,,
121311300,Pulsera,Escalla,Amatista,,
121311400,Pulsera,Escalla,Amazonita,,
121311500,Pulsera,Escalla,Ámbar,,
121311600,Pulsera,Escalla,Azurita,,
121311700,Pulsera,Escalla,Cianita,,
121311800,Pulsera,Escalla,Cianita Negra,,
121311900,Pulsera,Escalla,Citrino,,
121312000,Pulsera,Escalla,Coral Rojo,,
121312100,Pulsera,Escalla,Cuarzo Ahumado,,
121312200,Pulsera,Escalla,Cuarzo Aura,,
121312300,Pulsera,Escalla,Cuarzo Azul,,
121312400,Pulsera,Escalla,Cuarzo Blanco,,
121312500,Pulsera,Escalla,Cuarzo Cherry,,
121312600,Pulsera,Escalla,Cuarzo Cristal,,
121312700,Pulsera,Escalla,Cuarzo Cristal Veteado,,
121312800,Pulsera,Escalla,Cuarzo Rosa,,
121312900,Pulsera,Escalla,Cuarzo Turmalinado,,
121313000,Pulsera,Escalla,Cuarzo Verde,,
121313100,Pulsera,Escalla,Diamate Hérkimer,,
121313200,Pulsera,Escalla,Esmeralda,,
121313300,Pulsera,Escalla,Fluorita,,
121313400,Pulsera,Escalla,Fluorita Arcoiris,,
121313500,Pulsera,Escalla,Goldstone Azul,,
121313600,Pulsera,Escalla,Goldstone Marrón,,
121313700,Pulsera,Escalla,Granate,,
121313800,Pulsera,Escalla,Hematite,,
121313900,Pulsera,Escalla,Howlita Blanca,,
121314000,Pulsera,Escalla,Howlita Roja,,
121314100,Pulsera,Escalla,Howlita Turquesa,,
121314200,Pulsera,Escalla,Jade Chino,,
121314300,Pulsera,Escalla,Jade Taiwan,,
121314400,Pulsera,Escalla,Jaspe Cebra,,
121314500,Pulsera,Escalla,Jaspe Dalmata,,
121314600,Pulsera,Escalla,Jaspe Madera,,
121314700,Pulsera,Escalla,Jaspe Marrón,,
121314800,Pulsera,Escalla,Jaspe Mokaite,,
121314900,Pulsera,Escalla,Jaspe rojo,,
121315000,Pulsera,Escalla,Jaspe Verde,,
121315100,Pulsera,Escalla,Labradorita,,
121315200,Pulsera,Escalla,Labradorita Azul,,
121315300,Pulsera,Escalla,Labradorita Gris,,
121315400,Pulsera,Escalla,Labradorita Verde,,
121315500,Pulsera,Escalla,Lapislazuli,,
121315600,Pulsera,Escalla,Larvikita,,
121315700,Pulsera,Escalla,Malaquita,,
121315800,Pulsera,Escalla,Malaquita Natural,,
121315900,Pulsera,Escalla,Moldavita,,
121316000,Pulsera,Escalla,Nacar,,
121316100,Pulsera,Escalla,Nacar Blanco,,
121316200,Pulsera,Escalla,Obsidiana Dorada,,
121316300,Pulsera,Escalla,Obsidiana Negra,,
121316400,Pulsera,Escalla,Obsidiana Nevada,,
121316500,Pulsera,Escalla,Obsidiana Plateada,,
121316600,Pulsera,Escalla,Ojo de Buey,,
121316700,Pulsera,Escalla,Ojo de Gato,,
121316800,Pulsera,Escalla,Ojo De Halcon,,
121316900,Pulsera,Escalla,Ojo de Tigre,,
121317000,Pulsera,Escalla,Onix Amarillo,,
121317100,Pulsera,Escalla,Onix Blaco Brilloso,,
121317200,Pulsera,Escalla,Onix Blanco Opaco,,
121317300,Pulsera,Escalla,Onix Champagne,,
121317400,Pulsera,Escalla,Onix Cielo,,
121317500,Pulsera,Escalla,Onix Jaspeado,,
121317600,Pulsera,Escalla,Onix Marrón,,
121317700,Pulsera,Escalla,Onix Negro,,
121317800,Pulsera,Escalla,Onix Negro Opaco,,
121317900,Pulsera,Escalla,Onix Verde Limón,,
121318000,Pulsera,Escalla,Opalina,,
121318100,Pulsera,Escalla,Peridoto,,
121318200,Pulsera,Escalla,Piedra Luna Natural,,
121318300,Pulsera,Escalla,Piedra Luna Natural (Adularia),,
121318400,Pulsera,Escalla,Piedra Sol,,
121318500,Pulsera,Escalla,Pietercita,,
121318600,Pulsera,Escalla,Pirita,,
121318700,Pulsera,Escalla,Prehnita,,
121318800,Pulsera,Escalla,Rodocrocita,,
121318900,Pulsera,Escalla,Rodocrosita,,
121319000,Pulsera,Escalla,Rodonita,,
121319100,Pulsera,Escalla,Rubí,,
121319200,Pulsera,Escalla,Selenita,,
121319300,Pulsera,Escalla,Serpentina,,
121319400,Pulsera,Escalla,Shungita,,
121319500,Pulsera,Escalla,Sodalita,,
121319600,Pulsera,Escalla,Topacio,,
121319700,Pulsera,Escalla,Topacio Azul,,
121319800,Pulsera,Escalla,Turmalina,,
121319900,Pulsera,Escalla,Turmalina Azul,,
121320000,Pulsera,Escalla,Turmalina Negra,,
121320100,Pulsera,Escalla,Turmalina Roja,,
121320200,Pulsera,Escalla,Turmalina Verde,,
121320300,Pulsera,Escalla,Turquenita,,
121320400,Pulsera,Escalla,Turquesa Imperial,,
121320500,Pulsera,Escalla,Turquesa Natural,,
121320600,Pulsera,Escalla,Unakita,,
121320700,Pulsera,Escalla,Zircón,,
121510100,Pulsera,Escallon,Adularia,,
121510200,Pulsera,Escallon,Ágata,,
121510300,Pulsera,Escallon,Ágata Amarilla,,
121510400,Pulsera,Escallon,Ágata Azul,,
121510500,Pulsera,Escallon,Ágata Cinta Azul,,
121510600,Pulsera,Escallon,Ágata Cornalina,,
121510700,Pulsera,Escallon,Ágata Fucsia,,
121510800,Pulsera,Escallon,Ágata Musgosa,,
121510900,Pulsera,Escallon,Ágata Roja,,
121511000,Pulsera,Escallon,Ágata Verde,,
121511100,Pulsera,Escallon,Aguamarina,,
121511200,Pulsera,Escallon,Aguamarina Teñida,,
121511300,Pulsera,Escallon,Amatista,,
121511400,Pulsera,Escallon,Amazonita,,
121511500,Pulsera,Escallon,Ámbar,,
121511600,Pulsera,Escallon,Azurita,,
121511700,Pulsera,Escallon,Cianita,,
121511800,Pulsera,Escallon,Cianita Negra,,
121511900,Pulsera,Escallon,Citrino,,
121512000,Pulsera,Escallon,Coral Rojo,,
121512100,Pulsera,Escallon,Cuarzo Ahumado,,
121512200,Pulsera,Escallon,Cuarzo Aura,,
121512300,Pulsera,Escallon,Cuarzo Azul,,
121512400,Pulsera,Escallon,Cuarzo Blanco,,
121512500,Pulsera,Escallon,Cuarzo Cherry,,
121512600,Pulsera,Escallon,Cuarzo Cristal,,
121512700,Pulsera,Escallon,Cuarzo Cristal Veteado,,
121512800,Pulsera,Escallon,Cuarzo Rosa,,
121512900,Pulsera,Escallon,Cuarzo Turmalinado,,
121513000,Pulsera,Escallon,Cuarzo Verde,,
121513100,Pulsera,Escallon,Diamate Hérkimer,,
121513200,Pulsera,Escallon,Esmeralda,,
121513300,Pulsera,Escallon,Fluorita,,
121513400,Pulsera,Escallon,Fluorita Arcoiris,,
121513500,Pulsera,Escallon,Goldstone Azul,,
121513600,Pulsera,Escallon,Goldstone Marrón,,
121513700,Pulsera,Escallon,Granate,,
121513800,Pulsera,Escallon,Hematite,,
121513900,Pulsera,Escallon,Howlita Blanca,,
121514000,Pulsera,Escallon,Howlita Roja,,
121514100,Pulsera,Escallon,Howlita Turquesa,,
121514200,Pulsera,Escallon,Jade Chino,,
121514300,Pulsera,Escallon,Jade Taiwan,,
121514400,Pulsera,Escallon,Jaspe Cebra,,
121514500,Pulsera,Escallon,Jaspe Dalmata,,
121514600,Pulsera,Escallon,Jaspe Madera,,
121514700,Pulsera,Escallon,Jaspe Marrón,,
121514800,Pulsera,Escallon,Jaspe Mokaite,,
121514900,Pulsera,Escallon,Jaspe rojo,,
121515000,Pulsera,Escallon,Jaspe Verde,,
121515100,Pulsera,Escallon,Labradorita,,
121515200,Pulsera,Escallon,Labradorita Azul,,
121515300,Pulsera,Escallon,Labradorita Gris,,
121515400,Pulsera,Escallon,Labradorita Verde,,
121515500,Pulsera,Escallon,Lapislazuli,,
121515600,Pulsera,Escallon,Larvikita,,
121515700,Pulsera,Escallon,Malaquita,,
121515800,Pulsera,Escallon,Malaquita Natural,,
121515900,Pulsera,Escallon,Moldavita,,
121516000,Pulsera,Escallon,Nacar,,
121516100,Pulsera,Escallon,Nacar Blanco,,
121516200,Pulsera,Escallon,Obsidiana Dorada,,
121516300,Pulsera,Escallon,Obsidiana Negra,,
121516400,Pulsera,Escallon,Obsidiana Nevada,,
121516500,Pulsera,Escallon,Obsidiana Plateada,,
121516600,Pulsera,Escallon,Ojo de Buey,,
121516700,Pulsera,Escallon,Ojo de Gato,,
121516800,Pulsera,Escallon,Ojo De Halcon,,
121516900,Pulsera,Escallon,Ojo de Tigre,,
121517000,Pulsera,Escallon,Onix Amarillo,,
121517100,Pulsera,Escallon,Onix Blaco Brilloso,,
121517200,Pulsera,Escallon,Onix Blanco Opaco,,
121517300,Pulsera,Escallon,Onix Champagne,,
121517400,Pulsera,Escallon,Onix Cielo,,
121517500,Pulsera,Escallon,Onix Jaspeado,,
121517600,Pulsera,Escallon,Onix Marrón,,
121517700,Pulsera,Escallon,Onix Negro,,
121517800,Pulsera,Escallon,Onix Negro Opaco,,
121517900,Pulsera,Escallon,Onix Verde Limón,,
121518000,Pulsera,Escallon,Opalina,,
121518100,Pulsera,Escallon,Peridoto,,
121518200,Pulsera,Escallon,Piedra Luna Natural,,
121518300,Pulsera,Escallon,Piedra Luna Natural (Adularia),,
121518400,Pulsera,Escallon,Piedra Sol,,
121518500,Pulsera,Escallon,Pietercita,,
121518600,Pulsera,Escallon,Pirita,,
121518700,Pulsera,Escallon,Prehnita,,
121518800,Pulsera,Escallon,Rodocrocita,,
121518900,Pulsera,Escallon,Rodocrosita,,
121519000,Pulsera,Escallon,Rodonita,,
121519100,Pulsera,Escallon,Rubí,,
121519200,Pulsera,Escallon,Selenita,,
121519300,Pulsera,Escallon,Serpentina,,
121519400,Pulsera,Escallon,Shungita,,
121519500,Pulsera,Escallon,Sodalita,,
121519600,Pulsera,Escallon,Topacio,,
121519700,Pulsera,Escallon,Topacio Azul,,
121519800,Pulsera,Escallon,Turmalina,,
121519900,Pulsera,Escallon,Turmalina Azul,,
121520000,Pulsera,Escallon,Turmalina Negra,,
121520100,Pulsera,Escallon,Turmalina Roja,,
121520200,Pulsera,Escallon,Turmalina Verde,,
121520300,Pulsera,Escallon,Turquenita,,
121520400,Pulsera,Escallon,Turquesa Imperial,,
121520500,Pulsera,Escallon,Turquesa Natural,,
121520600,Pulsera,Escallon,Unakita,,
121520700,Pulsera,Escallon,Zircón,,
122310100,Pulsera,Estrella,Adularia,,
122310200,Pulsera,Estrella,Ágata,,
122310300,Pulsera,Estrella,Ágata Amarilla,,
122310400,Pulsera,Estrella,Ágata Azul,,
122310500,Pulsera,Estrella,Ágata Cinta Azul,,
122310600,Pulsera,Estrella,Ágata Cornalina,,
122310700,Pulsera,Estrella,Ágata Fucsia,,
122310800,Pulsera,Estrella,Ágata Musgosa,,
122310900,Pulsera,Estrella,Ágata Roja,,
122311000,Pulsera,Estrella,Ágata Verde,,
122311100,Pulsera,Estrella,Aguamarina,,
122311200,Pulsera,Estrella,Aguamarina Teñida,,
122311300,Pulsera,Estrella,Amatista,,
122311400,Pulsera,Estrella,Amazonita,,
122311500,Pulsera,Estrella,Ámbar,,
122311600,Pulsera,Estrella,Azurita,,
122311700,Pulsera,Estrella,Cianita,,
122311800,Pulsera,Estrella,Cianita Negra,,
122311900,Pulsera,Estrella,Citrino,,
122312000,Pulsera,Estrella,Coral Rojo,,
122312100,Pulsera,Estrella,Cuarzo Ahumado,,
122312200,Pulsera,Estrella,Cuarzo Aura,,
122312300,Pulsera,Estrella,Cuarzo Azul,,
122312400,Pulsera,Estrella,Cuarzo Blanco,,
122312500,Pulsera,Estrella,Cuarzo Cherry,,
122312600,Pulsera,Estrella,Cuarzo Cristal,,
122312700,Pulsera,Estrella,Cuarzo Cristal Veteado,,
122312800,Pulsera,Estrella,Cuarzo Rosa,,
122312900,Pulsera,Estrella,Cuarzo Turmalinado,,
122313000,Pulsera,Estrella,Cuarzo Verde,,
122313100,Pulsera,Estrella,Diamate Hérkimer,,
122313200,Pulsera,Estrella,Esmeralda,,
122313300,Pulsera,Estrella,Fluorita,,
122313400,Pulsera,Estrella,Fluorita Arcoiris,,
122313500,Pulsera,Estrella,Goldstone Azul,,
122313600,Pulsera,Estrella,Goldstone Marrón,,
122313700,Pulsera,Estrella,Granate,,
122313800,Pulsera,Estrella,Hematite,,
122313900,Pulsera,Estrella,Howlita Blanca,,
122314000,Pulsera,Estrella,Howlita Roja,,
122314100,Pulsera,Estrella,Howlita Turquesa,,
122314200,Pulsera,Estrella,Jade Chino,,
122314300,Pulsera,Estrella,Jade Taiwan,,
122314400,Pulsera,Estrella,Jaspe Cebra,,
122314500,Pulsera,Estrella,Jaspe Dalmata,,
122314600,Pulsera,Estrella,Jaspe Madera,,
122314700,Pulsera,Estrella,Jaspe Marrón,,
122314800,Pulsera,Estrella,Jaspe Mokaite,,
122314900,Pulsera,Estrella,Jaspe rojo,,
122315000,Pulsera,Estrella,Jaspe Verde,,
122315100,Pulsera,Estrella,Labradorita,,
122315200,Pulsera,Estrella,Labradorita Azul,,
122315300,Pulsera,Estrella,Labradorita Gris,,
122315400,Pulsera,Estrella,Labradorita Verde,,
122315500,Pulsera,Estrella,Lapislazuli,,
122315600,Pulsera,Estrella,Larvikita,,
122315700,Pulsera,Estrella,Malaquita,,
122315800,Pulsera,Estrella,Malaquita Natural,,
122315900,Pulsera,Estrella,Moldavita,,
122316000,Pulsera,Estrella,Nacar,,
122316100,Pulsera,Estrella,Nacar Blanco,,
122316200,Pulsera,Estrella,Obsidiana Dorada,,
122316300,Pulsera,Estrella,Obsidiana Negra,,
122316400,Pulsera,Estrella,Obsidiana Nevada,,
122316500,Pulsera,Estrella,Obsidiana Plateada,,
122316600,Pulsera,Estrella,Ojo de Buey,,
122316700,Pulsera,Estrella,Ojo de Gato,,
122316800,Pulsera,Estrella,Ojo De Halcon,,
122316900,Pulsera,Estrella,Ojo de Tigre,,
122317000,Pulsera,Estrella,Onix Amarillo,,
122317100,Pulsera,Estrella,Onix Blaco Brilloso,,
122317200,Pulsera,Estrella,Onix Blanco Opaco,,
122317300,Pulsera,Estrella,Onix Champagne,,
122317400,Pulsera,Estrella,Onix Cielo,,
122317500,Pulsera,Estrella,Onix Jaspeado,,
122317600,Pulsera,Estrella,Onix Marrón,,
122317700,Pulsera,Estrella,Onix Negro,,
122317800,Pulsera,Estrella,Onix Negro Opaco,,
122317900,Pulsera,Estrella,Onix Verde Limón,,
122318000,Pulsera,Estrella,Opalina,,
122318100,Pulsera,Estrella,Peridoto,,
122318200,Pulsera,Estrella,Piedra Luna Natural,,
122318300,Pulsera,Estrella,Piedra Luna Natural (Adularia),,
122318400,Pulsera,Estrella,Piedra Sol,,
122318500,Pulsera,Estrella,Pietercita,,
122318600,Pulsera,Estrella,Pirita,,
122318700,Pulsera,Estrella,Prehnita,,
122318800,Pulsera,Estrella,Rodocrocita,,
122318900,Pulsera,Estrella,Rodocrosita,,
122319000,Pulsera,Estrella,Rodonita,,
122319100,Pulsera,Estrella,Rubí,,
122319200,Pulsera,Estrella,Selenita,,
122319300,Pulsera,Estrella,Serpentina,,
122319400,Pulsera,Estrella,Shungita,,
122319500,Pulsera,Estrella,Sodalita,,
122319600,Pulsera,Estrella,Topacio,,
122319700,Pulsera,Estrella,Topacio Azul,,
122319800,Pulsera,Estrella,Turmalina,,
122319900,Pulsera,Estrella,Turmalina Azul,,
122320000,Pulsera,Estrella,Turmalina Negra,,
122320100,Pulsera,Estrella,Turmalina Roja,,
122320200,Pulsera,Estrella,Turmalina Verde,,
122320300,Pulsera,Estrella,Turquenita,,
122320400,Pulsera,Estrella,Turquesa Imperial,,
122320500,Pulsera,Estrella,Turquesa Natural,,
122320600,Pulsera,Estrella,Unakita,,
122320700,Pulsera,Estrella,Zircón,,
122410100,Pulsera,Gota,Adularia,,
122410200,Pulsera,Gota,Ágata,,
122410300,Pulsera,Gota,Ágata Amarilla,,
122410400,Pulsera,Gota,Ágata Azul,,
122410500,Pulsera,Gota,Ágata Cinta Azul,,
122410600,Pulsera,Gota,Ágata Cornalina,,
122410700,Pulsera,Gota,Ágata Fucsia,,
122410800,Pulsera,Gota,Ágata Musgosa,,
122410900,Pulsera,Gota,Ágata Roja,,
122411000,Pulsera,Gota,Ágata Verde,,
122411100,Pulsera,Gota,Aguamarina,,
122411200,Pulsera,Gota,Aguamarina Teñida,,
122411300,Pulsera,Gota,Amatista,,
122411400,Pulsera,Gota,Amazonita,,
122411500,Pulsera,Gota,Ámbar,,
122411600,Pulsera,Gota,Azurita,,
122411700,Pulsera,Gota,Cianita,,
122411800,Pulsera,Gota,Cianita Negra,,
122411900,Pulsera,Gota,Citrino,,
122412000,Pulsera,Gota,Coral Rojo,,
122412100,Pulsera,Gota,Cuarzo Ahumado,,
122412200,Pulsera,Gota,Cuarzo Aura,,
122412300,Pulsera,Gota,Cuarzo Azul,,
122412400,Pulsera,Gota,Cuarzo Blanco,,
122412500,Pulsera,Gota,Cuarzo Cherry,,
122412600,Pulsera,Gota,Cuarzo Cristal,,
122412700,Pulsera,Gota,Cuarzo Cristal Veteado,,
122412800,Pulsera,Gota,Cuarzo Rosa,,
122412900,Pulsera,Gota,Cuarzo Turmalinado,,
122413000,Pulsera,Gota,Cuarzo Verde,,
122413100,Pulsera,Gota,Diamate Hérkimer,,
122413200,Pulsera,Gota,Esmeralda,,
122413300,Pulsera,Gota,Fluorita,,
122413400,Pulsera,Gota,Fluorita Arcoiris,,
122413500,Pulsera,Gota,Goldstone Azul,,
122413600,Pulsera,Gota,Goldstone Marrón,,
122413700,Pulsera,Gota,Granate,,
122413800,Pulsera,Gota,Hematite,,
122413900,Pulsera,Gota,Howlita Blanca,,
122414000,Pulsera,Gota,Howlita Roja,,
122414100,Pulsera,Gota,Howlita Turquesa,,
122414200,Pulsera,Gota,Jade Chino,,
122414300,Pulsera,Gota,Jade Taiwan,,
122414400,Pulsera,Gota,Jaspe Cebra,,
122414500,Pulsera,Gota,Jaspe Dalmata,,
122414600,Pulsera,Gota,Jaspe Madera,,
122414700,Pulsera,Gota,Jaspe Marrón,,
122414800,Pulsera,Gota,Jaspe Mokaite,,
122414900,Pulsera,Gota,Jaspe rojo,,
122415000,Pulsera,Gota,Jaspe Verde,,
122415100,Pulsera,Gota,Labradorita,,
122415200,Pulsera,Gota,Labradorita Azul,,
122415300,Pulsera,Gota,Labradorita Gris,,
122415400,Pulsera,Gota,Labradorita Verde,,
122415500,Pulsera,Gota,Lapislazuli,,
122415600,Pulsera,Gota,Larvikita,,
122415700,Pulsera,Gota,Malaquita,,
122415800,Pulsera,Gota,Malaquita Natural,,
122415900,Pulsera,Gota,Moldavita,,
122416000,Pulsera,Gota,Nacar,,
122416100,Pulsera,Gota,Nacar Blanco,,
122416200,Pulsera,Gota,Obsidiana Dorada,,
122416300,Pulsera,Gota,Obsidiana Negra,,
122416400,Pulsera,Gota,Obsidiana Nevada,,
122416500,Pulsera,Gota,Obsidiana Plateada,,
122416600,Pulsera,Gota,Ojo de Buey,,
122416700,Pulsera,Gota,Ojo de Gato,,
122416800,Pulsera,Gota,Ojo De Halcon,,
122416900,Pulsera,Gota,Ojo de Tigre,,
122417000,Pulsera,Gota,Onix Amarillo,,
122417100,Pulsera,Gota,Onix Blaco Brilloso,,
122417200,Pulsera,Gota,Onix Blanco Opaco,,
122417300,Pulsera,Gota,Onix Champagne,,
122417400,Pulsera,Gota,Onix Cielo,,
122417500,Pulsera,Gota,Onix Jaspeado,,
122417600,Pulsera,Gota,Onix Marrón,,
122417700,Pulsera,Gota,Onix Negro,,
122417800,Pulsera,Gota,Onix Negro Opaco,,
122417900,Pulsera,Gota,Onix Verde Limón,,
